ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action
NVS,2023-12-08,Gainer,0.39,,Clinical Data,,LOU064,NCT05048342,Chronic Spontaneous Urticaria,,,,,"A Multicenter, Open-label Phase 3 Study of Remibrutinib (LOU064) to Investigate the Safety, Tolerability and Efficacy for 52 Weeks in Adult Japanese Chronic Spontaneous Urticaria Patients Inadequately Controlled by H1-antihistamines",Phase 3,71.0,Chronic Spontaneous Urticaria,COMPLETED,Novartis Pharmaceuticals,,2023-12-08,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.09,0.36,0.74,VeryLow,Noise,Low,2023-12-08,1.41,89.12,89.46,Low,True,False,,,,,,False,medium,No Novartis clinical data press release or other clinical news specific to remibrutinib (LOU064) or trial NCT05048342 was found on or within one day of 2023-12-08 for NVS; available remibrutinib Phase 3 data releases occur on different dates.,,FLAG_FALSE_POSITIVE
ALNY,2020-11-10,Loser,-1.91,,Clinical Data,,Patisiran,NCT03759379,"Amyloidosis, Hereditary",,,,,"HELIOS-A: A Phase 3 Global, Randomized, Open-label Study to Evaluate the Efficacy and Safety of ALN-TTRSC02 in Patients With Hereditary Transthyretin Amyloidosis (hATTR Amyloidosis)",Phase 3,164.0,"Amyloidosis, Hereditary; Transthyretin Amyloidosis",COMPLETED,Alnylam Pharmaceuticals,RANDOMIZED,2020-11-10,44152.9,332.92,2908.5,5.19,101.8,457.0,buy,4.69,0.41,2.11,VeryLow,Noise,Low,2020-11-10,1.26,127.48,125.05,Low,True,False,,,,,,False,high,"No Alnylam press release or clinical data news related to HELIOS-A (NCT03759379), vutrisiran/ALN-TTRSC02, or patisiran was found on or within one day of 2020-11-10; all identified HELIOS-A efficacy/safety result disclosures occurred on different dates.",,FLAG_FALSE_POSITIVE
ABBV,2024-09-13,Gainer,0.1,,Clinical Data,,BOTOX,NCT06174688,Forehead Lines,,,,,"A Phase 3, Multi-center, Randomized, Double-Blinded, Placebo-Controlled Study to Evaluate the Safety and Efficacy of BOTOX® (Botulinum Toxin Type A) Purified Neurotoxin Complex for the Treatment of Moderate to Severe Forehead Lines in China",Phase 3,140.0,Forehead Lines,COMPLETED,AbbVie,RANDOMIZED,2024-09-13,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.69,0.06,0.73,VeryLow,Noise,Low,2024-09-13,0.88,184.5,184.68,Low,True,False,,,,,,False,medium,"No evidence of an AbbVie Phase 3 clinical-data catalyst or press release related to BOTOX trial NCT06174688 around 2024-09-13 was found; the only nearby BOTOX news was a 2024-09-11 cosmetic launch in China, not a Phase 3 data readout.",,FLAG_FALSE_POSITIVE
BIIB,2024-09-11,Loser,-0.77,,Clinical Data,,Diroximel fumarate,NCT05083923,Relapsing Forms of Multiple Sclerosis,,,,,"An Open-Label, Single-Arm, Multicenter, Phase 3 Study to Evaluate the Safety and Tolerability, and Pharmacokinetics of Diroximel Fumarate (BIIB098) in Adult Participants From the Asia-Pacific Region With Relapsing Forms of Multiple Sclerosis",Phase 3,136.0,Relapsing Forms of Multiple Sclerosis,COMPLETED,Biogen,,2024-09-11,28151.2,191.82,3815.7,4.0,97.6,205.66667,buy,1.72,0.45,0.7,VeryLow,Noise,Low,2024-09-11,-1.37,200.64,199.09,Low,True,False,,,,,,False,medium,No clinical news or official Biogen press release about NCT05083923 or diroximel fumarate was found on or within one day of 2024-09-11 for BIIB.,,FLAG_FALSE_POSITIVE
NVS,2023-09-15,Gainer,0.79,,Clinical Data,,Inclisiran,NCT04929249,Atherosclerotic Cardiovascular Disease,,,,,"A Randomized, Multicenter, Open-label Trial Comparing the Effectiveness of an ""Inclisiran First"" Implementation Strategy to Usual Care on LDL Cholesterol (LDL-C) in Patients With Atherosclerotic Cardiovascular Disease and Elevated LDL-C (≥70 mg/dL) Despite Receiving Maximally Tolerated Statin Therapy (VICTORION-INITIATE)",Phase 3,450.0,Atherosclerotic Cardiovascular Disease,COMPLETED,Novartis Pharmaceuticals,RANDOMIZED,2023-09-15,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.37,0.58,0.93,VeryLow,Noise,Low,2023-09-15,0.24,94.6,95.34,Low,True,False,2023-11-12,https://www.novartis.com/news/media-releases/new-novartis-data-show-early-addition-twice-yearly-leqvio-inclisiran-following-maximally-tolerated-statin-therapy-significantly-reduces-ldl-c-ascvd-patients-real-world-setting,"Apr 06, 2024",New Novartis data show early addition of twice-yearly* Leqvio® (inclisiran) following maximally tolerated statin therapy significantly reduces LDL-C in ASCVD patients in real-world setting,"Apr 06, 2024 V-INITIATE trial demonstrates that early initiation with Leqvio, prior to guideline-recommended ezetimibe, for ASCVD patients unable to achieve LDL-C goal on statin therapy alone led to significant LDL-C reduction vs. clinician-determined usual care (60% vs. 7% respectively) 1 A significantly greater proportion of the ASCVD patients receiving Leqvio achieved guideline-recommended LDL-C goal vs. the usual care arm while maintaining adherence to statin treatment 1 Results from usual care arm reinforce the urgent need for more aggressive LDL-C lowering in ASCVD patients, 92% of whom",True,medium,"No Novartis clinical data press release or trial result disclosure was found on or within one day of 2023-09-15 for NCT04929249 (inclisiran); related Phase 3 V-INITIATE/VICTORION-INITIATE data were instead communicated around November 12, 2023 in a Novartis press release.",,FIX_DATE
RHHBY,2023-01-04,Gainer,1.58,,Clinical Data,,Ipatasertib,NCT03337724,Breast Cancer,,,,,"A Double-Blind, Placebo-Controlled, Randomized Phase III Study of Ipatasertib in Combination With Paclitaxel as a Treatment for Patients With PIK3CA/AKT1/PTEN-Altered, Locally Advanced or Metastatic, Triple-Negative Breast Cancer or Hormone Receptor-Positive, HER2-Negative Breast Cancer",Phase 3,579.0,Breast Cancer,COMPLETED,Hoffmann-La Roche,RANDOMIZED,2023-01-04,383554.9,59.55,15486.0,,0.8,57.43333,hold,1.37,1.15,0.73,VeryLow,Noise,Low,2023-01-04,-0.84,35.15,35.71,Low,True,False,,,,,,False,medium,No Roche/Genentech clinical data press release or other material clinical news related to ipatasertib trial NCT03337724 was found on or around 2023-01-04 for RHHBY.,,FLAG_FALSE_POSITIVE
MDGL,2023-01-06,Gainer,3.46,,Clinical Data,,Resmetirom,NCT04197479,Non-Alcoholic Fatty Liver Disease,,,,,"A 52-Week, Phase 3 Study to Evaluate Safety and Biomarkers of Resmetirom (MGL-3196) in Patients With Non-alcoholic Fatty Liver Disease (NAFLD) (MAESTRO-NAFLD-1)",Phase 3,1343.0,Non-Alcoholic Fatty Liver Disease,COMPLETED,"Madrigal Pharmaceuticals, Inc.",RANDOMIZED,2023-01-06,9811.3,432.0,983.6,18.41,104.1,667.5714,strong_buy,11.42,0.3,19.42,VeryLow,Noise,Low,2023-01-06,5.19,271.71,281.12,Low,True,True,2023-01-06,https://ir.madrigalpharma.com/news-releases/news-release-details/madrigal-pharmaceuticals-announces-positive-topline-results,,,,True,high,"On 2023-01-06, Madrigal Pharmaceuticals announced positive topline Phase 3 MAESTRO-NASH results for resmetirom (including achievement of both primary endpoints and safety data), a material clinical-data event distinct from but related in program context to NCT04197479.",PR fetch: Timeout,OK
ABBV,2023-02-01,Loser,-0.78,,Clinical Data,,AGN-151586,NCT05248880,Glabellar Lines,,,,,A Phase 3 Multicenter Study to Evaluate the Safety and Efficacy of AGN-151586 for the Treatment of Glabellar Lines in Toxin-Naïve Subjects,Phase 3,309.0,Glabellar Lines,COMPLETED,AbbVie,RANDOMIZED,2023-02-01,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.89,0.41,1.01,VeryLow,Noise,Low,2023-02-01,-1.97,132.57,131.54,Low,True,False,,,,,,False,medium,No AbbVie or Allergan Aesthetics clinical-data press release or material news about AGN-151586 / NCT05248880 was found on or near 2023-02-01; only ongoing Phase 3 trial listings exist without a corresponding February 2023 catalyst.,,FLAG_FALSE_POSITIVE
ABBV,2024-02-12,Loser,-0.58,,Clinical Data,,Risankizumab,NCT04435600,Psoriasis,,,,,"A Randomized, Active-Controlled, Efficacy Assessor-Blinded Study to Evaluate Pharmacokinetics, Safety and Efficacy of Risankizumab in Patients From 6 to Less Than 18 Years of Age With Moderate to Severe Plaque Psoriasis",Phase 3,139.0,Psoriasis,COMPLETED,AbbVie,RANDOMIZED,2024-02-12,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.89,0.31,0.82,VeryLow,Noise,Low,2024-02-12,-0.45,162.51,161.57,Low,True,False,,,,,,False,medium,"No AbbVie clinical press release or other official clinical-data news about risankizumab for trial NCT04435600 was found on or within one day of 2024-02-12, and no specific data readout date for this pediatric plaque psoriasis Phase 3 study is documented in public registries.",,FLAG_FALSE_POSITIVE
VNDA,2025-02-21,Loser,-1.34,,Clinical Data,,Tradipitant,NCT04028492,Idiopathic Gastroparesis,,,,,"VP-VLY-686-3301: A Multicenter, Randomized, Double-Blind, Placebo-Controlled Phase Iii Study To Assess The Efficacy Of Tradipitant In Relieving Symptoms Of Gastroparesis",Phase 3,992.0,Idiopathic Gastroparesis; Diabetic Gastroparesis; Gastroparesis,COMPLETED,Vanda Pharmaceuticals,RANDOMIZED,2025-02-21,526.7,8.91,263.8,6.09,72.5,14.875,strong_buy,4.9,0.27,2.1,VeryLow,Noise,Low,2025-02-21,-3.12,4.49,4.43,Low,True,False,,,,,,False,high,"No clinical or trial-related news for VNDA or NCT04028492/VP-VLY-686-3301 was found on or within one day of 2025-02-21; nearest tradipitant catalysts were earlier (Feb 4, 2022 Phase III gastroparesis results) and later (Dec 4, 2025 FDA lifting partial clinical hold for motion sickness).",,FLAG_FALSE_POSITIVE
RHHBY,2022-08-03,Gainer,0.7,,Clinical Data,,Emicizumab,NCT03315455,Hemophilia A,,,,,"A Randomized, Multicenter, Open-Label, Phase III Clinical Trial to Evaluate the Efficacy, Safety, and Pharmacokinetics of Prophylactic Emicizumab Versus No Prophylaxis in Hemophilia A Patients",Phase 3,85.0,Hemophilia A,COMPLETED,Hoffmann-La Roche,RANDOMIZED,2022-08-03,383554.9,59.55,15486.0,,0.8,57.43333,hold,1.94,0.36,0.97,VeryLow,Noise,Low,2022-08-03,-0.19,36.95,37.21,Low,True,False,,,,,,False,high,"No clinical news found for RHHBY on 2022-08-03. Search results show NCT03315455 protocol amendment Version 5 dated 2023-04-22, but no clinical data readout or press release on the claimed date.",,FLAG_FALSE_POSITIVE
MRK,2022-10-03,Gainer,1.66,,Clinical Data,,Pembrolizumab,NCT03675737,Stomach Neoplasms,,,,,"A Phase 3, Randomized, Double-blind Clinical Study of Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy as First-line Treatment in Participants With HER2 Negative, Previously Untreated, Unresectable or Metastatic Gastric Orgastroesophageal Junction Adenocarcinoma (KEYNOTE-859)",Phase 3,1579.0,Stomach Neoplasms,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2022-10-03,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.07,0.8,1.01,VeryLow,Noise,Low,2022-10-03,2.64,78.08,79.37,Low,True,True,2022-10-03,https://www.merck.com/news/merck-announces-phase-3-keynote-859-trial-met-primary-endpoint-of-overall-survival-in-patients-with-her2-negative-gastric-or-gastroesophageal-junction-gej-adenocarcinoma/,,Merck Announces Phase 3 KEYNOTE-859 Trial Met Primary Endpoint of Overall Survival in Patients With HER2-Negative Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma - Merck.com,"In KEYNOTE-859, KEYTRUDA® (pembrolizumab) combined with chemotherapy demonstrated statistically significant overall survival, progression-free survival, and overall response rate for patients regardless of PD-L1 expression Merck (NYSE: MRK), known as MSD outside of the United States and Canada, today announced positive topline results from the pivotal Phase 3 KEYNOTE-859 trial investigating KEYTRUDA, Merck’s anti-PD-1 therapy, in combination with chemotherapy for the first-line treatment of patients with human epidermal growth factor receptor 2 (HER2)-negative locally advanced unresectable or ",True,high,"On 2022-10-03, Merck announced positive topline Phase 3 results from KEYNOTE-859 (NCT03675737), reporting that pembrolizumab plus chemotherapy met the primary overall survival endpoint in HER2‑negative gastric/GEJ adenocarcinoma.",,OK
LLY,2013-06-17,Gainer,0.6,,Clinical Data,,Necitumumab,NCT00981058,Non Small Cell Lung Cancer,,,,,"A Randomized, Multicenter, Open-Label Phase 3 Study of Gemcitabine-Cisplatin Chemotherapy Plus Necitumumab (IMC-11F8) Versus Gemcitabine-Cisplatin Chemotherapy Alone in the First-Line Treatment of Patients With Stage IV Squamous Non-Small Cell Lung Cancer (NSCLC)",Phase 3,1093.0,Non Small Cell Lung Cancer,COMPLETED,Eli Lilly and Company,RANDOMIZED,2013-06-17,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,1.84,0.33,0.71,VeryLow,Noise,Low,2013-06-17,0.58,40.49,40.73,Low,True,False,2013-08-13,https://www.prnewswire.com/news-releases/lilly-announces-phase-iii-necitumumab-study-meets-primary-endpoint-of-overall-survival-219388601.html,,Lilly Announces Phase III Necitumumab Study Meets Primary Endpoint of Overall Survival,"INDIANAPOLIS , Aug. 13, 2013 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY ) today announced that SQUIRE, a recently completed Phase III study, met its primary endpoint, finding that patients with stage IV metastatic squamous non-small cell lung cancer (NSCLC) experienced increased overall survival (OS) when administered necitumumab (IMC-11F8) in combination with gemcitabine and cisplatin as a first-line treatment, as compared to chemotherapy alone. The most common adverse events occurring more frequently in patients on the necitumumab arm were rash and hypomagnesemia. Serious, but less fre",True,high,No Eli Lilly clinical-data press release was found on or within one day of 2013-06-17 for necitumumab; the key Phase 3 SQUIRE (NCT00981058) overall survival result was officially announced later on 2013-08-13.,,FIX_DATE
ABBV,2024-06-28,Gainer,1.5,,Clinical Data,,Tavapadon,NCT04201093,Parkinson Disease,,,,,"A Phase 3, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group, 27-Week Trial to Evaluate the Efficacy, Safety, and Tolerability of Two Fixed Doses of Tavapadon in Early Parkinson's Disease (TEMPO-1 TRIAL)",Phase 3,529.0,Parkinson Disease,COMPLETED,AbbVie,RANDOMIZED,2024-06-28,410356.6,232.08,5257.0,1.29,76.4,248.68967,buy,1.77,0.85,1.1,VeryLow,Noise,Low,2024-06-28,0.82,159.23,161.62,Low,True,False,2024-12-09,https://www.prnewswire.com/news-releases/abbvie-announces-positive-topline-results-for-the-phase-3-tempo-2-trial-evaluating-tavapadon-as-a-monotherapy-for-parkinsons-disease-302325607.html,,AbbVie Announces Positive Topline Results for the Phase 3 TEMPO-2 Trial Evaluating Tavapadon as a Monotherapy for Parkinson's Disease,"Tavapadon met the primary endpoint in the pivotal Phase 3 TEMPO-2 flexible-dose monotherapy trial, demonstrating a statistically significant improvement from baseline in the MDS-UPDRS Parts II and III combined score at week 26 1 Trial also met its key secondary endpoint, demonstrating statistically significant improvement from baseline in the MDS-UPDRS Part II score at week 26 1 Positive results across all three Phase 3 TEMPO trials demonstrate the potential of tavapadon as a first-in-class D1/D5 partial agonist in Parkinson's disease AbbVie is on track to submit an NDA for tavapadon to the FD",True,high,No AbbVie clinical press release or data readout for tavapadon (NCT04201093/TEMPO-1) was found on or near 2024-06-28; the relevant Phase 3 monotherapy topline TEMPO-2 results were announced later on 2024-12-09.,,FIX_DATE
OCS,2023-06-22,Gainer,0.2,,Clinical Data,,OCS-01,NCT05147233,Inflammation Eye Pain,,,,,"A Randomized, Double-masked, Vehicle-controlled Study Evaluating the Efficacy and Safety of OCS-01 Eyedrops Compared to Vehicle in the Treatment of Inflammation and Pain Following Cataract Surgery",Phase 3,241.0,Inflammation Eye Pain; Postoperative Cataract,COMPLETED,Oculis,RANDOMIZED,2023-06-22,1700.1,29.41,145.2,0.75,50.9,45.97675,none,6.47,0.03,2.98,VeryLow,Noise,Low,2023-06-22,0.81,12.32,12.35,Low,True,True,2023-06-22,,,,,False,high,"NCT05147233 (OCS-01 post-cataract surgery inflammation/pain trial) completed on 2023-06-22, but this was a routine trial completion date with no clinical data readout or material catalyst on this date; Stage 1 DIAMOND DME results were announced separately in 2023.",,OK
MRK,2018-02-22,Gainer,0.04,,Clinical Data,,"Doravirine, Tenofovir, Lamivudine",NCT02397096,HIV-1 Infection,,,,,"A Phase III Multicenter, Open-Label, Randomized Study to Evaluate a Switch to MK-1439A in HIV-1-Infected Subjects Virologically Suppressed on a Regimen of a Ritonavir-boosted Protease Inhibitor and Two Nucleoside Reverse Transcriptase Inhibitors (NRTIs)",Phase 3,673.0,HIV-1 Infection,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2018-02-22,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.86,0.01,1.33,VeryLow,Noise,Low,2018-02-22,0.59,40.66,40.67,Low,True,False,,,,,,False,medium,No Merck (MRK) clinical data press release or other material clinical news related to NCT02397096 or the doravirine/tenofovir/lamivudine Phase 3 switch trial was found on or within one day of 2018-02-22.,,FLAG_FALSE_POSITIVE
AMLX,2024-10-16,Gainer,3.55,,Clinical Data,,AMX0035,NCT05619783,Amyotrophic Lateral Sclerosis,,,,,"A Phase IIIb, Open Label Extension Study Evaluating The Safety And Tolerability of AMX0035 Up To 108 Weeks In Adult Participants With Amyotrophic Lateral Sclerosis (ALS) Previously Enrolled In Study A35-004 (PHOENIX)",Phase 3,352.0,Amyotrophic Lateral Sclerosis,COMPLETED,Amylyx Pharmaceuticals Inc.,,2024-10-16,1666.0,15.17,344.0,14.1,105.0,21.66667,strong_buy,5.65,0.63,3.81,VeryLow,Noise,Low,2024-10-16,-0.51,3.94,4.08,Low,True,False,,,,,,False,medium,No clinical news or company press release was found for Amylyx (AMLX) related to NCT05619783 or AMX0035 around 2024-10-16; only the ongoing open-label extension is listed on ClinicalTrials.gov with no discrete catalyst on that date.,,FLAG_FALSE_POSITIVE
PFE,2023-06-09,Loser,-0.31,,Clinical Data,,Abrocitinib 100 mg,NCT05375929,Atopic Dermatitis,,,,,"A RANDOMIZED, OPEN-LABEL, PARALLEL-GROUP STUDY TO EVALUATE THE SAFETY AND EFFICACY OF ABROCITINIB 100 MG AND 200 MG TABLETS IN PARTICIPANTS AGED 12 YEARS AND OLDER WITH MODERATE TO SEVERE ATOPIC DERMATITIS IN INDIA",Phase 3,200.0,Atopic Dermatitis,COMPLETED,Pfizer,RANDOMIZED,2023-06-09,157209.8,27.65,14986.0,2.58,67.7,28.42577,hold,2.71,0.11,1.34,VeryLow,Noise,Low,2023-06-09,2.07,32.97,32.87,Low,True,False,,,,,,False,medium,No Pfizer press release or clinical-data announcement specific to trial NCT05375929 or abrocitinib 100 mg was found on or within one day of 2023-06-09; no clinical news for PFE is evident around this date.,,FLAG_FALSE_POSITIVE
